Project,Country,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0
Chalco Boffa,Guinea,,,,,,,,,,,,,,,
Alufer (Bel Air),Guinea,,,,,,,,,,,,,,,
Weipa,Australia,,,,,,,,,,,,,,,
Gove,Australia,,,,,,,,,,,,,,,
AMR,Guinea,,,,,,,,,,,,,,,
Gujarat & Maharashtra,India,,,,,,,,,,,,,,,
West Kalimantan,Indonesia,,,,,,,,,,,,,,,
Henan-Chine,Guinea,,,,,,,,,,,,,,,
Kuantan & Johor,Malaysia,,,,,,,,,,,,,,,
Aurum Xinfa-Fiji,Fiji,,,,,,,,,,,,,,,
Dom. Rep.,Dominican Republic,,,,,,,,,,,,,,,
Discovery Bay,Jamaica,,,,,,,,,,,,,,,
Awaso,Ghana,,,,,,,,,,,,,,,
CBG,Guinea,,,,,,,,,,,,,,,
AMC,Guinea,,,,,,,,,,,,,,,
GAC,Guinea,,,,,,,,,,,,,,,
Solomon Islands,Solomon Islands,27.381502322723133,28.694078042569753,28.734368303017035,28.774658563464303,28.814948823911532,28.855239084358804,28.855239084358804,28.855239084358804,28.855239084358804,28.855239084358804,28.855239084358804,28.855239084358804,28.855239084358804,28.855239084358804,28.855239084358804
Metallica,Australia,,,,,,,,,,,,,,,
Aurukun,Australia,,,,,,,,,,,,,,,
Metro LT,Australia,,,,,,,,,,,,,,,
MRN,Brazil,,,,,,,,,,,,,,,
Juruti,Brazil,,,,,,,,,,,,,,,
Mirai,Brazil,,,,,,,,,,,,,,,
Metro BH1,Australia,,,,,,,,,,,,,,,
Amrun,Australia,,,,,,,,,,,,,,,
Rondon do Para,Brazil,,,,,,,,,,,,,,,
Huntly,Australia,,,,,,,,,,,,,,,
Vietnam Others,Vietnam,,,,,,,,,,,,,,,
SMB Malapouya,Guinea,,,,,,,,,,,,,,,
Rundi,Guinea,,,,,,,,,,,,,,,
Metro Blend,Australia,,,,,,,,,,,,,,,
Dabiss N,Guinea,,,,,,,,,,,,,,,
Amrun,Australia,,,,,,,,,,,,,,,
Metro BH1 Xinfa,Australia,,,,,,,,,,,,,,,
Dian Dian,Guinea,,,,,,,,,,,,,,,
Dynamic,Guinea,,,,,,,,,,,,,,,
Other,Other,0.6223068709709803,0.6521381373311308,0.653053825068569,0.6539695128060069,0.6548852005434439,0.6558008882808819,0.6558008882808819,0.6558008882808819,0.6558008882808819,0.6558008882808819,0.6558008882808819,0.6558008882808819,0.6558008882808819,0.6558008882808819,0.6558008882808819
GDM,Guinea,,,,,,,,,,,,,,,
Ashapura Guinea,Guinea,,,,,,,,,,,,,,,
SMB Kaboye,Guinea,,,,,,,,,,,,,,,
SMB Dabiss S,Guinea,,,,,,,,,,,,,,,
Weiqiao Self Supply,Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGB2A,Guinea,,,,,,,,,,,,,,,
Mokanji,Guinea,,,,,,,,,,,,,,,
SMB Santou-Houda,Guinea,,,,,,,,,,,,,,,
SPIC,Guinea,,,,,,,,,,,,,,,
Henan-Chine,Guinea,,,,,,,,,,,,,,,
SMB Malapouya,Guinea,,,,,,,,,,,,,,,
AMR,Guinea,,,,,,,,,,,,,,,
GDM,Guinea,,,,,,,,,,,,,,,
Ashapura Guinea,Guinea,,,,,,,,,,,,,,,
SMB Kaboye,Guinea,,,,,,,,,,,,,,,
SMB Dabiss S,Guinea,,,,,,,,,,,,,,,
SMB Santou-Houda,Guinea,,,,,,,,,,,,,,,
